,x,y,z,region,detailRegion,roughRegion
201573_026_reg,2872.44929,2954.76932,4787.33612,ORBvl,ORBvl-6a,CTX
194784_064_reg,2074.02614,3137.82215,4766.87358,ORBvl,ORBvl-1,CTX
192309_054_reg,2135.10137,2977.07893,4732.15319,ORBvl,ORBvl-2/3,CTX
17100_063_reg,2640.46701,3048.37871,4665.5154,ORBvl,ORBvl-5,CTX
195791_037_reg,3277.58363,4235.10107,5015.57822,ORBvl,ORBvl-5,CTX
195787_019_reg,3122.68377,3926.96617,5019.98161,ORBvl,ORBvl-5,CTX
195791_029_reg,2831.79908,4145.46837,5390.38309,ORBvl,ORBvl-2/3,CTX
17898_055_reg,3348.44674,3644.6838,4817.89147,ORBvl,ORBvl-6a,CTX
201575_028_reg,2481.08717,3849.8964,5005.4406,ORBvl,ORBvl-1,CTX
200297_117_reg,3374.12128,4180.73315,4903.81651,ORBvl,ORBvl-5,CTX
17898_029_reg,3432.2706,3761.78769,4850.57134,ORBvl,ORBvl-6a,CTX
200293_044_reg,3098.93611,4368.54721,5245.39002,ORBvl,ORBvl-2/3,CTX
194782_073_reg,2420.23444,3384.20973,4683.53144,ORBvl,ORBvl-2/3,CTX
195781_023_reg,3235.21239,3965.45535,4879.69961,ORBvl,ORBvl-5,CTX
200294_037_reg,3474.47691,4346.11602,4813.29848,ORBvl,ORBvl-6a,CTX
195787_026_reg,3185.82554,4212.05104,5036.18156,ORBvl,ORBvl-5,CTX
17897_049_reg,3053.25555,3330.38004,4810.71873,ORBvl,ORBvl-6a,CTX
17100_085_reg,2693.81016,3136.86006,4639.65406,ORBvl,ORBvl-5,CTX
194782_082_reg,2067.33375,3018.9134,4847.60033,ORBvl,ORBvl-2/3,CTX
195818_025_reg,2716.70691,4227.18296,5132.28096,ORBvl,ORBvl-1,CTX
201577_039_reg,3281.65102,3835.48352,4675.07349,ORBvl,ORBvl-5,CTX
17896_026_reg,2849.31493,3739.93589,4948.22212,ORBvl,ORBvl-5,CTX
17896_019_reg,3029.33199,3932.14588,4752.61826,ORBvl,ORBvl-2/3,CTX
200294_035_reg,3303.86034,4316.29062,4847.36363,ORBvl,ORBvl-2/3,CTX
194780_070_reg,2419.39205,3237.0074,4679.33249,ORBvl,ORBvl-5,CTX
200299_039_reg,3221.49216,4172.43916,5059.58261,ORBvl,ORBvl-5,CTX
200297_091_reg,3096.14811,4001.06065,5095.78815,ORBvl,ORBvl-5,CTX
17897_012_reg,3037.19216,3312.02578,4770.19036,ORBvl,ORBvl-6a,CTX
194783_075_reg,3074.16352,3337.20578,4535.19491,ORBvl,ORBvl-6a,CTX
17100_120_reg,2642.57118,3279.77637,4687.49385,ORBvl,ORBvl-5,CTX
201568_044_reg,2367.38636,3496.26384,4972.71562,ORBvl,ORBvl-1,CTX
194784_065_reg,2950.13576,3423.31577,4539.12551,ORBvl,ORBvl-5,CTX
17897_017_reg,3009.94633,3641.38559,4823.9691,ORBvl,ORBvl-5,CTX
200297_075_reg,2974.92522,4150.67779,5087.98754,ORBvl,ORBvl-2/3,CTX
195786_002_reg,3130.28802,3514.49143,4559.88664,ORBvl,ORBvl-5,CTX
194810_067_reg,2983.12167,3428.63642,4486.40821,ORBvl,ORBvl-5,CTX
194784_075_reg,2379.51797,3411.634,4748.16649,ORBvl,ORBvl-2/3,CTX
194783_049_reg,2468.25609,3515.49023,4745.45884,ORBvl,ORBvl-2/3,CTX
192310_027_reg,2315.0868,3225.20293,4764.04985,ORBvl,ORBvl-2/3,CTX
192310_118_reg,2312.46037,3279.53744,4904.04138,ORBvl,ORBvl-2/3,CTX
194781_024_reg,2536.75569,3178.77279,4818.37102,ORBvl,ORBvl-5,CTX
200294_026_reg,3124.23248,4309.15645,5003.70568,ORBvl,ORBvl-2/3,CTX
194783_096_reg,2518.62024,3293.82432,4879.39693,ORBvl,ORBvl-5,CTX
17897_040_reg,3071.51897,3548.22127,4751.42654,ORBvl,ORBvl-5,CTX
194780_066_reg,2667.18154,3139.23639,4661.80352,ORBvl,ORBvl-5,CTX
201577_035_reg,3247.23631,3538.28109,4729.42914,ORBvl,ORBvl-6a,CTX
195781_012_reg,3101.89438,3944.49682,4825.51743,ORBvl,ORBvl-5,CTX
194782_130_reg,2328.89755,3441.94606,4678.30912,ORBvl,ORBvl-1,CTX
195817_034_reg,2384.26234,3616.16916,5205.00211,ORBvl,ORBvl-1,CTX
195817_035_reg,2663.84503,3559.78695,4994.43915,ORBvl,ORBvl-5,CTX
194784_083_reg,2629.41748,3480.86383,4829.11028,ORBvl,ORBvl-5,CTX
194781_029_reg,2412.7198,3451.96868,4963.99872,ORBvl,ORBvl-2/3,CTX
195817_031_reg,2924.3753,3845.30266,5065.98197,ORBvl,ORBvl-5,CTX
200290_004_reg,2761.0445,3385.48246,4874.81306,ORBvl,ORBvl-5,CTX
200297_124_reg,2383.24197,3216.44463,4838.40494,ORBvl,ORBvl-2/3,CTX
194786_111_reg,2035.22979,3040.16734,4805.5452,ORBvl,ORBvl-1,CTX
194781_005_reg,2324.05312,3038.58355,4861.96593,ORBvl,ORBvl-5,CTX
194784_069_reg,2623.56335,3379.20098,4593.35676,ORBvl,ORBvl-5,CTX
195789_038_reg,2984.96321,4236.3591,5205.49864,ORBvl,ORBvl-2/3,CTX
195817_097_reg,2438.64571,3780.85436,5310.97232,ORBvl,ORBvl-1,CTX
195787_011_reg,3091.4689,3882.07586,5036.16912,ORBvl,ORBvl-5,CTX
194783_088_reg,2818.80887,3324.02113,4596.51532,ORBvl,ORBvl-5,CTX
201568_047_reg,2617.33022,3388.33494,5033.46241,ORBvl,ORBvl-5,CTX
201568_015_reg,2126.17621,2970.20486,4800.35019,ORBvl,ORBvl-2/3,CTX
200293_066_reg,3009.98389,4219.37434,5268.91758,ORBvl,ORBvl-2/3,CTX
194783_086_reg,3016.73103,3379.38496,4594.44372,ORBvl,ORBvl-6a,CTX
17896_028_reg,3196.82402,4215.82352,4806.95483,ORBvl,ORBvl-2/3,CTX
196549_010_reg,3155.7726,3579.01541,4553.25729,ORBvl,ORBvl-5,CTX
17896_050_reg,2837.87842,3516.28406,4736.78551,ORBvl,ORBvl-5,CTX
195784_016_reg,3501.10604,4322.41863,4649.91408,ORBvl,ORBvl-5,CTX
200297_059_reg,2760.81127,3847.25285,5224.2902,ORBvl,ORBvl-2/3,CTX
200294_042_reg,2363.54751,3002.8059,4652.83939,ORBvl,ORBvl-5,CTX
194783_084_reg,2563.92372,3450.60693,4521.33755,ORBvl,ORBvl-2/3,CTX
17897_031_reg,3076.54761,4027.90656,4815.6162,ORBvl,ORBvl-2/3,CTX
192310_006_reg,2746.83633,3216.66135,4910.1865,ORBvl,ORBvl-5,CTX
195821_010_reg,2991.8406,3871.24545,4637.82839,ORBvl,ORBvl-2/3,CTX
201568_031_reg,2440.19047,3131.09697,4928.06284,ORBvl,ORBvl-5,CTX
195787_009_reg,2690.49156,3550.50555,5094.78971,ORBvl,ORBvl-5,CTX
200297_057_reg,2837.19045,4044.3688,5179.12414,ORBvl,ORBvl-2/3,CTX
194782_011_reg,2666.4178,3769.14544,5044.40114,ORBvl,ORBvl-2/3,CTX
17896_011_reg,3038.91751,4181.1601,4947.8539,ORBvl,ORBvl-2/3,CTX
200294_001_reg,2755.13581,3464.1797,4646.28736,ORBvl,ORBvl-5,CTX
200297_005_reg,2604.74859,3486.89203,4608.92231,ORBvl,ORBvl-2/3,CTX
194779_041_reg,2527.7764,3600.22667,5163.98287,ORBvl,ORBvl-2/3,CTX
194810_001_reg,2794.17546,3464.2403,4507.74535,ORBvl,ORBvl-5,CTX
194784_086_reg,2768.05836,3624.4804,4888.03406,ORBvl,ORBvl-5,CTX
200294_047_reg,2992.00632,3786.50973,4687.17138,ORBvl,ORBvl-5,CTX
17099_002_reg,2520.82424,3165.303,5126.57496,ORBvl,ORBvl-5,CTX
194783_092_reg,2616.69541,3300.41922,4711.85257,ORBvl,ORBvl-5,CTX
17897_045_reg,3136.23925,4181.03987,4760.59422,ORBvl,ORBvl-2/3,CTX
194786_117_reg,2326.17937,3312.59251,4595.1457,ORBvl,ORBvl-2/3,CTX
200297_107_reg,2349.93305,3576.73678,5370.37738,ORBvl,ORBvl-1,CTX
194780_062_reg,2602.1043,3064.06174,4638.89799,ORBvl,ORBvl-5,CTX
195787_014_reg,2873.7474,3849.53875,5228.85651,ORBvl,ORBvl-5,CTX
17897_018_reg,3067.60682,3397.07036,4809.24672,ORBvl,ORBvl-6a,CTX
17896_041_reg,2963.20799,3929.31236,4867.06885,ORBvl,ORBvl-2/3,CTX
201568_032_reg,2202.07025,3002.65363,4976.16848,ORBvl,ORBvl-2/3,CTX
194781_060_reg,2042.53989,2924.26446,4802.37042,ORBvl,ORBvl-2/3,CTX
195817_043_reg,2420.84646,3488.64076,4977.80819,ORBvl,ORBvl-2/3,CTX
200290_008_reg,3051.5604,3485.77864,4613.54238,ORBvl,ORBvl-5,CTX
192311_121_reg,2964.37776,3800.18788,5360.93697,ORBm,ORBm-5,CTX
200293_005_reg,3152.1148,3567.1014,5287.16651,ORBm,ORBm-5,CTX
201568_037_reg,2088.51747,3030.47443,5316.77897,ORBm,ORBm-2/3,CTX
195788_124_reg,3007.88158,4171.25759,5538.86528,ORBm,ORBm-2/3,CTX
192311_103_reg,3099.14387,3527.10191,5307.78664,ORBm,ORBm-5,CTX
201570_027_reg,3039.21836,3237.04217,5003.66027,ORBm,ORBm-6a,CTX
200294_033_reg,3236.33652,3959.16771,5146.75407,ORBm,ORBm-5,CTX
192310_061_reg,2716.40311,3654.44805,5345.36646,ORBm,ORBm-5,CTX
201574_047_reg,2745.7225,3142.84688,5304.92441,ORBm,ORBm-5,CTX
195942_017_reg,2675.38956,3016.57732,5299.05443,ORBm,ORBm-5,CTX
201574_043_reg,2713.24842,3682.14954,5441.119,ORBm,ORBm-2/3,CTX
200293_015_reg,2946.92061,3723.10204,5325.32026,ORBm,ORBm-5,CTX
195941_014_reg,2677.44253,3257.02484,5304.51611,ORBm,ORBm-5,CTX
200293_012_reg,3016.49727,3677.92813,5254.34847,ORBm,ORBm-5,CTX
195788_111_reg,2861.52062,3955.75998,5505.73336,ORBm,ORBm-2/3,CTX
192310_001_reg,2326.55185,2942.40392,5361.85086,ORBm,ORBm-5,CTX
195788_089_reg,2982.96174,3778.49882,5502.7455,ORBm,ORBm-2/3,CTX
192310_005_reg,2555.81082,3215.81719,5336.07438,ORBm,ORBm-5,CTX
195943_038_reg,2640.92452,3184.53002,5342.23264,ORBm,ORBm-5,CTX
17898_039_reg,3276.29211,3459.29496,4891.25139,ORBm,ORBm-6a,CTX
201577_017_reg,3189.7593,3849.9653,5238.10809,ORBm,ORBm-5,CTX
194778_114_reg,2268.88004,2995.81462,5467.37824,ORBm,ORBm-2/3,CTX
194778_110_reg,2363.04334,2943.55992,5390.12871,ORBm,ORBm-5,CTX
195818_015_reg,2645.55853,3915.53882,5445.92372,ORBm,ORBm-2/3,CTX
194778_113_reg,2344.73006,3584.52883,5409.63076,ORBm,ORBm-1,CTX
201571_014_reg,2274.47604,2974.49527,5515.98423,ORBm,ORBm-1,CTX
194778_159_reg,2581.76792,3620.16031,5319.87912,ORBm,ORBm-2/3,CTX
195941_016_reg,2430.7314,3236.21212,5600.20107,ORBm,ORBm-1,CTX
201786_020_reg,2494.32611,2966.37379,5493.68751,ORBm,ORBm-2/3,CTX
201574_041_reg,3064.17414,3688.28053,5452.40907,ORBm,ORBm-5,CTX
195818_020_reg,2543.42968,3111.37886,5447.60628,ORBm,ORBm-2/3,CTX
200297_063_reg,3392.0322,4190.34332,4962.42454,ORBm,ORBm-6a,CTX
195788_072_reg,2510.62091,3246.85552,5589.58283,ORBm,ORBm-1,CTX
195789_023_reg,3036.33169,3618.37451,5204.75589,ORBm,ORBm-5,CTX
192311_048_reg,2845.66981,3053.04168,4961.5895,ORBm,ORBm-6a,CTX
201787_002_reg,2793.58165,3548.28868,5407.22858,ORBm,ORBm-5,CTX
192311_001_reg,2761.54118,2955.47838,4979.59034,ORBm,ORBm-5,CTX
195788_106_reg,2964.72616,3882.16906,5493.09053,ORBm,ORBm-2/3,CTX
201571_022_reg,2375.38565,2941.62808,5188.4783,ORBm,ORBm-5,CTX
201577_004_reg,2403.57136,3289.42575,5579.83975,ORBm,ORBm-1,CTX
195788_126_reg,3243.81293,4277.03946,5178.64236,ORBm,ORBm-5,CTX
200297_112_reg,3151.4932,4440.30876,5260.4237,ORBm,ORBm-2/3,CTX
194779_088_reg,2737.50002,3555.64251,5368.49986,ORBm,ORBm-5,CTX
195943_056_reg,2729.12508,3098.33543,5455.89892,ORBm,ORBm-5,CTX
200293_038_reg,3338.74094,4279.45061,5203.18916,ORBm,ORBm-5,CTX
200295_037_reg,2819.5268,3255.18904,5249.82944,ORBm,ORBm-5,CTX
194779_037_reg,2601.03526,3838.37342,5466.94517,ORBm,ORBm-2/3,CTX
17898_052_reg,3406.94384,3533.45895,4845.01405,ORBm,ORBm-6a,CTX
195789_040_reg,2934.50853,3914.30853,5470.9183,ORBm,ORBm-2/3,CTX
192310_119_reg,2426.57343,3290.87428,5462.95228,ORBm,ORBm-2/3,CTX
195817_001_reg,2552.10593,3133.62054,5231.95359,ORBm,ORBm-5,CTX
200297_081_reg,3303.6341,4292.60157,5092.96765,ORBm,ORBm-5,CTX
200297_064_reg,2966.95584,3834.97238,5284.76002,ORBm,ORBm-5,CTX
201786_034_reg,2893.80303,3282.09117,5483.87098,ORBm,ORBm-2/3,CTX
192311_073_reg,2585.35047,3246.83038,5288.21971,ORBm,ORBm-5,CTX
201570_009_reg,3006.09713,3177.36873,5163.47469,ORBm,ORBm-5,CTX
195788_129_reg,3131.36666,4265.42897,5287.37739,ORBm,ORBm-2/3,CTX
201574_050_reg,2777.06735,3346.15967,5503.98954,ORBm,ORBm-2/3,CTX
192310_112_reg,2757.352,3592.40709,5397.73179,ORBm,ORBm-5,CTX
195788_165_reg,3045.94894,3584.84416,5496.32128,ORBm,ORBm-2/3,CTX
195789_013_reg,2814.2269,3517.06391,5344.51364,ORBm,ORBm-5,CTX
201570_012_reg,2829.97718,3298.35576,5101.90979,ORBm,ORBm-5,CTX
201787_017_reg,2826.80952,3170.59761,5417.38661,ORBm,ORBm-5,CTX
195937_015_reg,2762.36374,3114.37886,5392.99442,ORBm,ORBm-5,CTX
195788_151_reg,3328.2713,4474.52783,5167.87997,ORBm,ORBm-2/3,CTX
194779_025_reg,2869.46617,3150.4776,5213.52776,ORBm,ORBm-5,CTX
194779_032_reg,2681.0092,3251.07901,5330.5674,ORBm,ORBm-5,CTX
201574_030_reg,2154.80246,2811.43357,5358.37503,ORBm,ORBm-2/3,CTX
192106_021_reg,3083.6463,3392.66993,5167.7439,ORBm,ORBm-5,CTX
201787_005_reg,3150.96713,3549.17568,5067.81429,ORBm,ORBm-6a,CTX
200299_028_reg,3164.40114,4149.24791,5200.2844,ORBm,ORBm-5,CTX
195788_073_reg,2785.39179,3395.65779,5329.34691,ORBm,ORBm-5,CTX
195789_015_reg,3047.25476,3899.52283,5221.11694,ORBm,ORBm-5,CTX
17099_003_reg,2531.44977,3065.55402,5242.73243,ORBm,ORBm-5,CTX
195788_081_reg,3353.14089,3746.19056,5006.86832,ORBm,ORBm-6a,CTX
195789_058_reg,2832.7407,4133.26279,5457.93538,ORBm,ORBm-2/3,CTX
201787_007_reg,2810.74622,3447.08516,5437.2353,ORBm,ORBm-5,CTX
195791_017_reg,3097.94917,4258.27592,5321.05662,ORBm,ORBm-2/3,CTX
200297_085_reg,3304.5521,4305.06806,5086.26532,ORBm,ORBm-5,CTX
195943_022_reg,2677.35881,3228.77169,5336.31875,ORBm,ORBm-5,CTX
200297_088_reg,2926.02101,4180.05269,5438.00897,ORBm,ORBm-2/3,CTX
201577_009_reg,2644.521,2960.97347,5185.9189,ORBm,ORBm-5,CTX
201787_006_reg,2910.57521,3506.1292,5346.35372,ORBm,ORBm-5,CTX
192310_098_reg,2195.27444,3265.36506,5368.89325,ORBm,ORBm-1,CTX
194779_028_reg,2601.41662,3324.59604,5396.09485,ORBm,ORBm-5,CTX
17898_051_reg,3198.5585,3409.06763,4856.77524,ORBm,ORBm-6a,CTX
192311_106_reg,2727.86518,3589.98599,5398.21243,ORBm,ORBm-5,CTX
201577_015_reg,2680.75186,3758.84218,5368.47095,ORBm,ORBm-2/3,CTX
201577_019_reg,3271.16997,4010.18625,5129.16208,ORBm,ORBm-5,CTX
195817_041_reg,2280.06449,3444.36362,5558.41545,ORBm,ORBm-1,CTX
200294_030_reg,3299.88989,4269.40261,5092.12306,ORBm,ORBm-5,CTX
200297_103_reg,3451.06358,4285.92985,5052.10367,ORBm,ORBm-6a,CTX
17898_026_reg,3359.09923,3647.79764,4869.37302,ORBm,ORBm-6a,CTX
17898_048_reg,3149.90447,3361.78552,4887.21487,ORBm,ORBm-6a,CTX
195817_056_reg,2220.17872,3165.83051,5431.74237,ORBm,ORBm-2/3,CTX
201572_025_reg,2098.17794,2996.27583,5366.91249,ORBm,ORBm-1,CTX
201574_014_reg,3233.42494,3883.0986,5204.09396,ORBm,ORBm-5,CTX
201568_036_reg,2409.09543,3692.30077,5439.54533,ORBm,ORBm-1,CTX
192310_042_reg,2644.72026,3283.6884,5445.89028,ORBm,ORBm-5,CTX
195937_021_reg,2806.96144,3065.61434,5262.14642,ORBm,ORBm-5,CTX
195619_007_reg,3587.89969,1894.64127,4991.3308,MOs,MOs-5,CTX
201759_004_reg,3328.50076,1585.65542,4281.58323,MOs,MOs-1,CTX
200199_068_reg,5071.64198,1318.49211,5310.49922,MOs,MOs-5,CTX
194525_003_reg,3939.5976,1848.96862,5163.62114,MOs,MOs-5,CTX
200294_010_reg,2319.8241,2066.64016,4753.1171,MOs,MOs-1,CTX
200198_011_reg,4610.11059,1433.1978,5147.65799,MOs,MOs-5,CTX
200199_057_reg,5002.90578,1379.03609,5351.69089,MOs,MOs-5,CTX
200579_011_reg,2866.74809,2096.34415,5086.6465,MOs,MOs-5,CTX
201764_007_reg,3246.47553,2134.68233,4686.06062,MOs,MOs-5,CTX
201573_005_reg,2732.44645,2491.31505,4377.00032,MOs,MOs-5,CTX
